Breed,Climate_Zone,Management_System,Age_Months,Weight_kg,Parity,Lactation_Stage,Days_in_Milk,Feed_Type,Feed_Quantity_kg,Feeding_Frequency,Water_Intake_L,Walking_Distance_km,Grazing_Duration_hrs,Rumination_Time_hrs,Resting_Hours,Ambient_Temperature_C,Humidity_percent,Season,Housing_Score,FMD_Vaccine,Brucellosis_Vaccine,HS_Vaccine,BQ_Vaccine,Anthrax_Vaccine,IBR_Vaccine,BVD_Vaccine,Rabies_Vaccine,Previous_Week_Avg_Yield,Body_Condition_Score,Milking_Interval_hrs,Milk_Yield_L
Red_Sindhi,Continental,Extensive,67,284.4,3,Late,156,Silage,9.5,5,63.2,4.57,5.2,9.3,10.9,12.3,85.6,Monsoon,1.0,1,1,0,1,1,0,1,1,2.38,3.0,12,3.01
Africander,Temperate,Extensive,58,490.8,5,Late,284,Silage,15.0,2,91.2,3.82,3.7,5.9,8.2,26.8,45.2,Winter,0.36,0,0,1,1,1,0,0,0,2.59,3.0,24,0.21
Ankole,Temperate,Semi_Intensive,137,663.3,2,Late,149,Crop_Residues,18.0,1,88.9,3.22,4.8,8.3,6.3,23.6,43.0,Spring,0.61,0,0,1,1,0,0,1,0,5.63,4.0,24,3.18
Boran,Arid,Pastoral,78,526.7,6,Early,344,Hay,12.2,4,53.9,6.03,6.7,6.6,5.0,3.5,51.8,Summer,0.47,1,1,1,1,0,0,0,1,4.55,3.0,8,6.28
Butana,Arid,Pastoral,81,516.4,5,Mid,31,Mixed_Feed,12.5,1,76.3,4.08,5.9,7.9,12.5,29.3,51.3,Autumn,1.0,1,0,0,1,1,0,0,1,6.43,3.0,12,6.12
Holstein-Friesian,Subtropical,Mixed,70,304.8,1,Mid,127,Dry_Fodder,6.9,2,37.0,3.12,1.0,8.3,5.0,41.4,44.4,Monsoon,0.5,0,1,0,0,1,1,0,0,11.79,3.0,8,11.92
Africander,Temperate,Extensive,40,367.2,1,Late,363,Dry_Fodder,4.2,1,79.0,6.82,10.7,8.9,12.3,7.0,59.0,Spring,0.51,0,1,1,1,0,0,0,0,0.41,3.5,12,1.89
Australian_Friesian_Sahiwal,Continental,Extensive,111,650.4,4,Mid,226,Concentrates,15.3,5,68.3,2.8,6.4,8.3,5.9,16.5,66.9,Autumn,0.74,0,1,0,1,0,0,1,0,17.58,3.0,12,16.65
Tharparkar,Continental,Semi_Intensive,25,465.4,4,Mid,107,Dry_Fodder,7.4,5,75.1,4.11,4.7,6.2,5.4,33.9,89.9,Spring,0.73,1,0,0,1,0,0,1,0,8.51,3.0,12,10.23
Sahiwal,Mediterranean,Pastoral,118,541.8,2,Late,255,Pasture_Grass,9.6,1,79.8,8.6,1.0,6.0,11.5,3.0,90.5,Autumn,0.51,0,0,1,1,1,1,1,1,3.64,2.5,12,4.03
Guernsey,Subtropical,Intensive,82,494.9,5,Early,326,Green_Fodder,12.3,3,71.8,5.64,1.0,6.3,7.5,23.6,37.2,Spring,0.61,1,1,0,1,1,1,1,1,9.86,4.5,6,8.38
Holstein_Zebu_Cross,Temperate,Mixed,55,661.0,4,Early,47,Hay,11.8,1,53.9,2.99,1.0,8.3,12.0,22.2,78.6,Summer,0.6,0,0,0,1,1,0,0,1,11.41,3.5,12,13.02
Danish_Red,Continental,Intensive,64,404.4,5,Mid,304,Concentrates,9.5,3,84.9,2.76,7.2,10.1,11.9,45.0,25.2,Winter,0.65,1,1,0,1,1,1,1,1,13.31,3.5,12,14.28
Sahiwal,Subtropical,Intensive,55,686.4,6,Late,208,Crop_Residues,6.7,3,71.8,3.58,6.0,11.8,11.1,29.1,59.4,Monsoon,0.7,1,1,0,1,1,0,1,0,5.88,3.5,12,4.33
Deoni,Mediterranean,Semi_Intensive,128,402.7,5,Mid,125,Mixed_Feed,5.8,5,59.8,2.78,5.5,8.1,8.5,12.0,71.9,Winter,0.76,0,1,0,1,1,0,0,0,5.51,3.0,12,4.97
Butana,Mediterranean,Pastoral,33,334.3,2,Late,363,Pasture_Grass,7.2,1,90.8,5.62,4.6,7.4,9.1,19.1,25.2,Monsoon,0.74,1,1,1,0,0,0,1,1,7.32,3.5,24,6.6
Jersey_Zebu_Cross,Continental,Pastoral,96,521.0,4,Mid,132,Crop_Residues,8.0,2,82.4,2.67,4.1,4.2,5.3,17.6,100.0,Autumn,0.31,0,1,1,1,0,1,0,1,9.75,3.5,8,9.88
Tipo_Carora,Temperate,Pastoral,139,736.0,3,Mid,199,Mixed_Feed,12.9,2,70.7,3.94,7.1,9.5,8.4,23.9,41.4,Summer,0.61,1,1,1,1,0,0,1,0,6.4,2.5,8,3.1
Australian_Milking_Zebu,Arid,Intensive,123,741.9,4,Late,109,Silage,10.3,1,57.2,1.91,6.8,9.1,15.1,12.8,69.3,Spring,0.64,0,1,0,1,1,0,0,1,6.59,3.5,12,4.92
Illawarra_Shorthorn,Temperate,Mixed,121,718.7,5,Mid,149,Silage,4.5,4,77.8,2.51,8.1,6.4,12.2,6.9,49.8,Spring,0.37,1,1,1,0,1,0,1,0,11.18,3.0,12,9.51
Hariana,Continental,Mixed,47,279.8,5,Early,302,Dry_Fodder,9.4,5,84.0,1.75,10.5,9.4,14.6,11.6,48.2,Autumn,0.53,1,1,0,1,0,0,1,1,1.37,3.5,12,1.48
Exotic_Local_Cross,Mediterranean,Semi_Intensive,106,336.2,6,Early,54,Pasture_Grass,8.2,5,68.3,4.42,8.4,8.6,15.3,17.9,41.2,Spring,0.77,1,0,0,0,0,0,0,1,8.09,2.0,12,6.77
Exotic_Local_Cross,Subtropical,Pastoral,61,611.3,5,Mid,12,Mixed_Feed,13.4,4,76.5,1.79,3.9,5.6,9.1,7.5,30.6,Summer,0.41,0,1,0,1,0,1,1,0,7.16,2.0,12,6.99
Boran,Continental,Mixed,86,723.5,4,Early,172,Mixed_Feed,12.6,3,60.6,4.33,6.0,10.2,8.8,16.2,62.2,Spring,0.52,0,1,1,0,1,0,1,1,4.93,4.0,12,3.46
Gangatiri,Arid,Pastoral,52,299.7,5,Early,30,Mixed_Feed,9.4,4,57.4,2.53,3.5,8.7,10.3,45.0,54.1,Autumn,0.88,1,0,0,1,0,0,1,1,7.18,3.5,12,8.54
Tipo_Carora,Arid,Semi_Intensive,76,374.1,2,Early,321,Dry_Fodder,17.0,3,77.4,5.01,6.9,10.6,10.7,23.7,51.6,Autumn,0.74,1,0,1,1,0,0,0,1,3.52,3.5,12,3.66
Ayrshire,Tropical,Semi_Intensive,104,532.9,3,Late,254,Mixed_Feed,9.3,2,92.6,3.02,7.0,4.8,15.1,28.1,58.6,Summer,0.41,1,1,1,1,1,0,0,1,9.63,3.5,12,8.44
White_Fulani,Temperate,Extensive,98,335.6,5,Late,210,Mixed_Feed,12.1,2,53.9,3.25,6.3,7.4,14.6,24.3,43.3,Winter,0.79,1,1,1,1,0,0,0,1,1.29,2.5,12,3.41
Zebu_Cross_Brazil,Subtropical,Mixed,28,628.1,5,Mid,153,Dry_Fodder,9.1,4,86.7,3.86,7.9,5.4,8.7,15.3,47.1,Summer,0.47,0,1,1,0,0,1,0,1,10.32,3.5,12,9.4
Ankole,Arid,Semi_Intensive,48,320.6,5,Mid,124,Concentrates,8.5,2,76.3,6.38,7.3,10.1,8.6,14.3,59.1,Monsoon,0.82,0,1,1,0,0,1,0,1,2.21,3.5,12,1.55
Girolando,Arid,Semi_Intensive,106,405.8,2,Mid,237,Crop_Residues,14.3,1,47.0,5.49,5.1,6.5,12.2,14.5,49.0,Spring,0.63,1,0,1,0,1,1,0,1,0.0,3.5,12,0.0
Girolando,Arid,Semi_Intensive,78,254.8,3,Early,145,Crop_Residues,9.3,4,87.9,0.5,4.4,8.1,5.0,16.9,57.3,Autumn,0.32,0,1,0,0,1,1,1,1,11.3,4.5,12,13.87
Illawarra_Shorthorn,Arid,Intensive,25,258.6,3,Mid,261,Hay,12.5,2,40.9,3.85,3.7,7.5,9.7,12.5,26.6,Monsoon,0.41,1,1,1,1,1,1,1,1,12.06,2.0,12,12.53
Red_Sindhi,Mediterranean,Mixed,28,713.6,2,Mid,299,Silage,7.8,2,47.6,3.22,9.3,4.6,14.5,21.5,49.3,Winter,0.95,1,0,1,1,0,0,1,1,6.47,3.5,12,8.01
NDama,Continental,Pastoral,40,396.7,6,Early,328,Pasture_Grass,10.9,3,59.9,4.32,11.4,10.4,14.0,8.3,71.7,Autumn,0.65,1,0,1,0,0,0,0,1,0.89,4.0,6,3.22
Girolando,Tropical,Pastoral,99,595.4,3,Mid,250,Dry_Fodder,17.0,2,56.1,4.34,6.6,12.1,7.1,15.9,56.8,Winter,0.84,0,0,0,1,1,0,1,0,14.47,3.5,12,12.76
Jersey_Zebu_Cross,Continental,Semi_Intensive,98,343.5,3,Mid,31,Mixed_Feed,9.2,3,94.4,3.74,4.5,7.0,14.0,30.7,77.9,Monsoon,0.87,0,1,1,0,1,0,1,0,8.35,4.5,12,8.06
Zebu_Cross_Brazil,Mediterranean,Mixed,31,554.8,4,Mid,15,Silage,5.3,5,45.7,4.09,3.3,7.5,12.4,24.6,56.3,Autumn,0.36,0,1,0,1,1,0,1,1,2.89,3.5,12,4.66
Rathi,Continental,Semi_Intensive,50,437.8,5,Early,293,Mixed_Feed,14.1,3,73.3,4.66,7.5,5.5,12.7,36.9,64.1,Summer,0.59,0,1,0,1,1,0,0,1,0.3,3.0,12,2.4
Ongole,Tropical,Mixed,108,306.1,3,Early,160,Mixed_Feed,11.8,3,99.6,3.92,10.9,6.2,5.7,-1.2,71.9,Summer,0.71,1,1,1,0,0,0,1,0,3.75,3.0,12,6.89
Holstein_Zebu_Cross,Subtropical,Intensive,51,361.3,4,Late,347,Pasture_Grass,6.9,5,56.1,4.19,6.7,14.0,13.8,11.8,36.3,Spring,0.67,0,1,1,1,0,1,1,1,12.47,2.5,24,11.59
Simmental,Mediterranean,Mixed,102,601.9,6,Late,236,Pasture_Grass,9.7,4,41.6,0.9,7.3,9.8,11.3,43.2,48.2,Autumn,0.31,1,1,1,1,1,0,0,1,5.97,3.0,12,6.28
White_Fulani,Mediterranean,Semi_Intensive,49,398.2,2,Late,34,Dry_Fodder,16.9,5,56.4,2.52,2.7,11.2,8.5,10.9,63.3,Winter,0.84,0,0,0,0,0,0,0,1,3.07,3.0,12,3.9
Ongole,Temperate,Extensive,38,581.2,1,Mid,334,Pasture_Grass,8.0,5,61.4,6.03,8.0,8.9,10.3,14.0,64.2,Autumn,0.48,0,1,1,0,0,1,0,0,6.53,3.0,12,3.54
Exotic_Local_Cross,Temperate,Semi_Intensive,73,371.4,4,Late,73,Hay,9.6,2,66.3,6.5,3.7,9.7,12.3,-3.8,97.3,Spring,0.93,1,0,0,0,0,1,1,1,15.01,3.5,8,15.26
Hariana,Arid,Pastoral,124,403.6,1,Early,309,Concentrates,7.3,2,55.4,5.15,1.7,4.9,8.8,22.3,35.2,Monsoon,0.9,1,1,1,0,0,1,1,0,1.27,2.5,12,3.06
Gangatiri,Subtropical,Pastoral,50,318.6,3,Late,307,Concentrates,6.2,4,58.9,5.43,8.8,8.0,18.0,20.7,42.0,Spring,0.37,1,1,1,0,0,0,1,1,1.06,4.5,6,0.0
Kenana,Continental,Mixed,77,260.4,4,Mid,223,Crop_Residues,18.4,3,91.4,7.37,10.0,13.2,6.8,30.0,37.5,Monsoon,0.89,1,1,0,1,1,0,1,1,0.39,4.0,12,2.78
Brown_Swiss,Subtropical,Semi_Intensive,107,327.5,2,Late,136,Green_Fodder,25.0,1,20.0,5.22,7.1,8.3,13.4,5.6,87.7,Monsoon,0.75,0,1,1,1,0,1,1,1,13.6,3.5,12,11.75
Gir,Subtropical,Extensive,120,694.0,6,Mid,63,Hay,11.9,5,90.4,5.11,3.9,8.0,10.2,23.2,45.0,Monsoon,0.31,0,1,1,1,1,1,1,0,3.79,3.5,8,2.64
Ankole,Arid,Pastoral,113,382.2,6,Mid,1,Concentrates,16.9,5,68.7,3.85,3.9,9.5,8.4,21.4,78.2,Winter,0.91,0,0,0,1,0,1,0,1,3.47,3.0,12,3.21
Rathi,Temperate,Mixed,129,608.0,3,Late,105,Hay,10.4,4,58.0,4.13,9.3,5.9,13.0,31.0,64.4,Summer,0.82,1,0,1,1,0,0,1,1,7.2,3.5,12,8.81
White_Fulani,Subtropical,Intensive,30,678.4,5,Early,72,Pasture_Grass,15.3,5,68.4,5.89,9.7,8.5,8.7,30.5,80.5,Autumn,0.73,0,1,1,1,0,0,1,0,3.9,4.0,12,4.53
Ayrshire,Arid,Intensive,121,585.4,6,Early,213,Dry_Fodder,15.3,5,79.4,6.88,1.0,5.3,7.8,27.8,52.0,Winter,0.53,1,0,0,0,1,1,0,0,12.39,3.5,12,13.82
Danish_Red,Temperate,Semi_Intensive,87,467.1,2,Late,44,Crop_Residues,15.9,3,68.4,3.65,3.4,6.2,9.4,28.2,60.6,Summer,0.92,1,1,1,0,0,0,1,0,15.88,2.5,8,15.55
Holstein_Zebu_Cross,Tropical,Extensive,113,398.9,4,Early,168,Pasture_Grass,21.1,2,62.4,2.07,6.2,8.5,15.3,13.6,71.0,Monsoon,0.63,1,0,1,1,1,0,0,1,19.7,3.0,12,20.92
White_Fulani,Arid,Mixed,125,340.2,4,Mid,274,Crop_Residues,13.6,3,78.8,3.15,3.5,8.0,9.6,9.6,38.5,Monsoon,0.76,0,1,1,1,0,0,1,0,5.97,2.0,12,6.52
Butana,Tropical,Intensive,89,573.2,4,Early,197,Pasture_Grass,15.4,5,65.0,3.33,8.2,8.0,9.4,35.0,48.9,Winter,0.71,0,1,1,1,0,1,1,0,3.34,3.5,12,3.24
Brown_Swiss,Continental,Extensive,81,387.6,6,Early,256,Pasture_Grass,14.5,5,115.9,1.7,5.2,6.3,10.9,-3.2,72.7,Spring,0.56,1,1,1,1,1,1,1,0,21.03,3.5,12,20.18
Ayrshire,Subtropical,Pastoral,32,651.6,5,Mid,103,Silage,18.1,3,91.6,1.74,4.9,8.7,11.7,35.6,36.5,Autumn,0.79,0,1,1,0,0,1,1,1,15.79,2.5,12,13.91
Krishna_Valley,Arid,Semi_Intensive,46,324.6,6,Mid,326,Pasture_Grass,8.5,1,28.5,1.17,8.0,11.1,6.0,22.6,61.8,Spring,0.94,1,1,1,0,0,1,1,0,3.41,4.0,12,3.98
NDama,Mediterranean,Extensive,89,648.1,6,Mid,306,Silage,14.8,2,92.0,4.34,6.0,9.7,9.0,13.6,59.3,Monsoon,0.84,0,0,1,1,1,1,1,1,0.9,2.5,12,0.85
Red_Poll_Africa,Tropical,Mixed,72,641.0,3,Mid,345,Mixed_Feed,15.7,2,77.5,3.6,2.5,8.1,6.7,-10.0,81.9,Summer,0.5,1,0,1,1,1,1,1,0,2.16,4.0,12,0.0
Sahiwal,Subtropical,Extensive,141,549.1,3,Mid,238,Green_Fodder,9.3,3,43.5,5.39,1.3,8.1,12.5,39.4,19.0,Autumn,0.66,1,0,0,0,1,1,0,0,7.25,3.0,12,8.28
Brown_Swiss,Mediterranean,Mixed,112,377.6,3,Late,238,Dry_Fodder,9.1,4,85.8,3.46,4.4,9.6,10.6,34.4,64.6,Autumn,0.72,1,0,1,1,1,1,1,0,6.5,5.0,6,6.57
Ankole,Continental,Intensive,82,699.0,5,Late,192,Dry_Fodder,14.5,3,24.0,2.12,5.6,9.5,7.5,27.4,91.5,Autumn,0.77,0,1,0,1,0,0,0,0,2.23,3.5,12,3.99
Kenana,Tropical,Extensive,48,591.5,6,Mid,204,Pasture_Grass,17.7,5,68.0,4.27,9.5,8.0,6.5,22.8,28.5,Monsoon,0.89,1,1,0,1,0,1,1,1,9.53,3.5,24,9.5
NDama,Mediterranean,Pastoral,110,489.3,6,Mid,196,Crop_Residues,12.5,3,64.8,3.16,2.0,8.5,8.3,20.7,27.7,Monsoon,0.62,1,1,1,0,1,1,1,1,2.08,3.0,8,1.48
Illawarra_Shorthorn,Arid,Mixed,60,473.6,1,Early,201,Hay,14.0,2,59.8,7.24,9.4,6.2,7.9,13.7,79.8,Monsoon,0.31,1,0,0,1,1,0,1,0,10.65,3.0,12,9.96
Normande,Subtropical,Pastoral,84,416.4,1,Late,81,Dry_Fodder,3.6,2,49.2,4.46,6.2,5.7,11.4,30.8,80.0,Summer,0.59,1,0,1,1,0,1,0,1,7.67,4.0,12,8.18
Red_Sindhi,Tropical,Pastoral,123,515.0,2,Mid,341,Hay,16.9,5,100.4,4.92,7.2,8.4,6.5,9.9,57.4,Autumn,0.46,1,1,1,1,1,0,0,1,1.76,2.5,12,0.0
Jersey_Zebu_Cross,Tropical,Mixed,75,662.0,3,Mid,287,Dry_Fodder,11.8,5,72.4,0.75,6.6,10.3,11.7,24.1,73.3,Monsoon,0.78,0,0,1,0,1,0,1,0,16.84,4.0,12,14.61
Australian_Friesian_Sahiwal,Temperate,Mixed,25,413.2,6,Late,237,Mixed_Feed,8.1,4,108.4,1.08,1.5,10.9,11.0,20.6,53.9,Spring,0.42,1,1,1,0,1,1,1,1,4.46,2.5,24,7.41
Red_Poll_Africa,Continental,Extensive,42,484.1,3,Late,167,Mixed_Feed,14.2,2,93.4,4.56,6.3,6.7,7.0,5.7,53.1,Monsoon,0.9,1,0,0,1,1,1,0,1,10.94,3.0,12,9.07
Australian_Friesian_Sahiwal,Continental,Extensive,51,428.5,2,Late,181,Crop_Residues,10.0,5,56.0,3.0,7.8,11.5,8.7,23.7,83.1,Spring,0.74,1,1,1,0,1,1,0,1,6.24,4.5,24,8.98
Simmental,Tropical,Intensive,102,668.3,2,Mid,129,Dry_Fodder,12.4,2,86.7,4.72,6.7,8.5,6.0,24.8,53.6,Summer,0.97,0,0,1,0,0,0,1,1,22.4,3.5,12,21.74
Brown_Swiss,Mediterranean,Mixed,126,349.7,2,Late,317,Mixed_Feed,12.4,3,72.0,6.62,6.5,4.9,6.6,7.8,59.9,Summer,0.77,1,1,1,1,1,1,0,1,11.62,3.5,12,12.4
Deoni,Subtropical,Mixed,102,375.2,1,Late,235,Green_Fodder,10.7,2,77.9,2.98,6.3,7.3,11.9,42.9,85.7,Spring,0.81,1,1,1,1,1,1,1,1,2.44,4.0,12,0.87
Red_Poll_Africa,Tropical,Semi_Intensive,56,682.1,5,Mid,215,Hay,4.6,4,42.7,6.53,6.5,5.0,13.3,27.8,48.9,Summer,0.88,0,1,0,0,0,1,0,0,10.23,3.5,12,8.24
Krishna_Valley,Mediterranean,Extensive,47,305.2,4,Mid,334,Dry_Fodder,11.0,3,46.6,4.28,5.4,8.1,14.5,36.9,69.8,Autumn,0.83,0,1,0,1,1,1,1,0,0.18,4.0,12,0.0
Krishna_Valley,Tropical,Semi_Intensive,77,722.0,6,Mid,199,Hay,6.4,1,83.6,2.33,1.0,7.1,7.9,17.5,56.9,Autumn,0.62,1,1,0,1,0,0,0,1,4.61,3.5,24,2.37
Tipo_Carora,Continental,Intensive,106,689.7,1,Mid,276,Green_Fodder,10.4,3,82.3,2.2,11.3,5.4,7.7,24.2,88.5,Winter,0.69,1,0,0,0,0,1,1,1,4.53,3.5,6,5.48
Kankrej,Continental,Intensive,128,390.1,2,Early,280,Dry_Fodder,16.6,4,113.0,5.32,9.0,7.4,5.0,26.4,91.6,Spring,0.38,1,1,1,0,1,1,1,0,4.46,3.5,12,5.94
Deoni,Mediterranean,Semi_Intensive,95,348.0,3,Late,36,Mixed_Feed,14.4,5,66.9,2.99,10.2,9.6,12.2,20.0,23.6,Winter,0.79,0,0,0,0,1,1,1,0,4.51,2.5,8,1.56
Sahiwal,Arid,Semi_Intensive,25,563.9,3,Mid,97,Crop_Residues,8.3,1,67.8,2.1,2.1,10.0,12.7,45.0,55.0,Monsoon,0.54,1,1,1,1,1,0,1,1,7.21,3.0,24,5.35
Kankrej,Arid,Mixed,45,469.5,6,Late,205,Dry_Fodder,12.9,3,73.0,0.5,9.7,8.0,11.0,23.1,60.5,Autumn,0.78,1,0,0,1,0,0,0,1,8.15,3.5,12,6.65
Montbeliarde,Tropical,Mixed,124,492.6,3,Mid,34,Green_Fodder,3.9,1,48.7,4.85,6.8,12.5,5.3,21.0,42.7,Spring,0.79,1,1,0,1,0,1,0,1,12.82,3.0,12,14.06
Red_Poll_Africa,Tropical,Mixed,110,372.2,4,Mid,176,Silage,12.2,4,85.8,5.36,7.4,6.8,6.5,2.7,96.6,Spring,0.56,1,1,1,0,1,1,0,0,7.1,3.5,12,5.76
Australian_Milking_Zebu,Tropical,Semi_Intensive,60,567.2,4,Late,93,Concentrates,20.9,5,59.9,6.0,9.4,5.3,9.3,23.7,84.9,Spring,0.85,0,1,1,0,1,0,0,1,10.68,3.0,12,9.65
Norwegian_Red,Subtropical,Pastoral,117,400.2,4,Mid,330,Concentrates,16.7,2,57.0,3.42,5.6,7.4,14.1,22.4,71.3,Autumn,0.99,1,1,1,1,1,1,1,1,2.13,3.0,8,3.17
Gir,Temperate,Semi_Intensive,36,460.4,2,Mid,13,Silage,11.2,2,97.2,4.73,3.0,9.7,15.8,15.8,91.8,Winter,0.59,0,1,1,0,0,1,0,1,6.8,3.5,12,3.75
Zebu_Cross_Brazil,Subtropical,Pastoral,107,321.5,3,Mid,357,Pasture_Grass,13.3,5,82.7,0.84,5.1,7.2,10.8,45.0,36.1,Winter,0.51,1,1,0,1,0,1,1,0,9.84,3.5,12,8.55
Milking_Shorthorn,Mediterranean,Intensive,75,340.1,4,Early,117,Crop_Residues,13.4,1,84.6,7.36,8.0,6.7,10.8,4.9,10.0,Autumn,0.5,0,0,0,1,1,0,1,0,18.56,4.0,12,21.07
Ayrshire,Mediterranean,Extensive,127,747.0,4,Early,343,Silage,11.1,3,85.6,3.66,5.6,10.2,13.0,14.8,77.7,Winter,0.83,1,1,1,1,1,1,1,0,12.74,2.5,12,11.46
Montbeliarde,Tropical,Semi_Intensive,143,508.2,1,Early,152,Hay,12.6,1,120.0,3.57,6.6,8.5,9.0,17.7,46.0,Summer,0.91,1,0,1,1,1,0,0,0,16.68,2.5,12,16.51
Krishna_Valley,Mediterranean,Semi_Intensive,74,608.5,3,Mid,147,Mixed_Feed,19.2,5,61.0,3.64,9.9,5.9,11.0,4.2,67.2,Summer,0.34,1,1,0,1,1,1,1,0,5.31,3.0,12,4.16
Guernsey,Continental,Semi_Intensive,141,480.9,1,Late,234,Mixed_Feed,14.5,3,67.3,3.41,7.8,9.3,10.1,31.1,37.8,Autumn,0.67,0,1,1,0,1,1,0,1,12.89,3.0,12,11.51
Illawarra_Shorthorn,Arid,Semi_Intensive,126,591.5,5,Late,288,Dry_Fodder,8.2,2,74.1,3.44,3.9,11.1,11.4,32.1,19.3,Autumn,0.46,1,1,1,1,0,0,1,0,8.43,3.5,12,6.14
Illawarra_Shorthorn,Continental,Pastoral,131,691.8,4,Late,292,Concentrates,13.1,5,87.8,2.29,6.5,8.3,5.4,39.4,77.6,Autumn,0.98,1,1,1,1,1,1,0,1,10.71,2.5,12,11.33
Jersey,Mediterranean,Intensive,80,582.0,6,Mid,207,Green_Fodder,10.4,4,55.7,0.5,11.9,4.5,8.9,25.6,72.8,Summer,0.91,0,1,1,1,0,1,1,1,19.55,3.0,12,19.07
Africander,Temperate,Mixed,96,490.9,6,Late,279,Mixed_Feed,15.2,4,105.5,4.98,5.2,10.9,13.7,6.8,22.3,Winter,0.96,1,0,1,0,1,1,1,0,2.7,3.0,12,0.58
Gir,Mediterranean,Pastoral,117,701.6,2,Mid,233,Crop_Residues,11.1,3,53.9,0.5,4.9,8.0,15.2,26.4,80.7,Spring,0.56,0,1,0,1,0,1,0,0,9.38,4.0,12,7.1
Montbeliarde,Arid,Intensive,114,665.1,3,Late,100,Concentrates,10.2,3,40.0,4.62,10.8,6.4,11.5,12.1,78.9,Summer,0.8,0,1,0,0,0,1,0,1,16.04,3.0,12,15.49
Ongole,Arid,Mixed,53,482.8,1,Early,202,Crop_Residues,18.2,2,61.2,8.94,11.1,10.1,7.1,9.1,53.0,Monsoon,0.85,1,1,0,1,1,0,0,0,8.7,2.5,8,8.46
Brown_Swiss,Mediterranean,Semi_Intensive,119,556.8,1,Mid,235,Silage,9.8,4,82.1,4.04,6.4,6.2,7.0,7.2,78.0,Winter,0.93,1,1,1,1,1,1,1,0,11.91,3.0,12,11.52
Australian_Milking_Zebu,Mediterranean,Extensive,124,590.2,2,Early,255,Mixed_Feed,3.8,3,55.9,0.89,5.1,9.3,12.4,24.0,28.4,Spring,0.98,1,0,1,1,1,1,0,0,11.9,2.5,12,11.15
Guernsey,Tropical,Pastoral,94,384.4,6,Early,317,Silage,12.5,5,67.7,1.62,4.0,8.0,11.4,9.2,45.8,Winter,0.88,1,1,1,0,0,1,0,1,17.05,4.0,8,18.02
Red_Poll_Africa,Subtropical,Pastoral,28,365.4,5,Mid,335,Crop_Residues,19.8,1,42.8,5.62,14.0,11.3,6.9,6.1,71.1,Monsoon,0.96,0,1,1,0,1,0,1,0,0.0,3.0,8,1.11
Gangatiri,Subtropical,Mixed,115,267.3,3,Late,343,Silage,11.7,5,67.5,6.28,5.5,7.6,12.0,27.2,91.6,Summer,0.38,1,0,1,1,1,1,1,1,3.65,3.5,12,2.36
Ankole,Tropical,Semi_Intensive,124,670.0,6,Mid,207,Concentrates,15.3,5,51.7,2.48,8.7,4.8,11.5,32.0,46.6,Winter,0.31,0,1,0,1,1,0,0,1,3.21,3.5,12,2.72
Normande,Arid,Pastoral,25,671.2,4,Early,296,Concentrates,9.1,5,62.2,3.28,5.8,5.5,6.7,26.6,60.2,Spring,0.99,1,1,1,1,1,1,1,1,4.09,3.5,12,4.29
Red_Poll_Africa,Mediterranean,Intensive,95,381.6,5,Late,102,Mixed_Feed,12.4,3,73.5,1.48,5.3,6.3,8.5,30.6,93.2,Summer,0.42,0,1,0,1,1,1,1,1,7.04,3.0,12,6.52
Deoni,Arid,Extensive,78,738.0,2,Late,57,Green_Fodder,11.6,3,78.2,2.05,5.9,8.0,6.7,15.2,52.0,Monsoon,0.58,1,0,1,0,0,0,1,1,5.41,3.5,12,5.18
Deoni,Temperate,Intensive,86,491.5,5,Mid,217,Pasture_Grass,16.2,5,46.8,3.27,10.9,4.2,5.2,25.8,80.7,Autumn,0.91,1,1,1,1,0,1,1,1,1.15,3.0,12,3.77
Illawarra_Shorthorn,Temperate,Extensive,128,276.6,4,Mid,347,Dry_Fodder,16.7,1,61.9,2.91,5.6,7.9,12.4,39.6,39.4,Spring,0.7,0,0,1,1,1,1,0,1,2.05,3.5,12,0.76
Jersey,Arid,Extensive,49,465.5,2,Mid,7,Pasture_Grass,9.9,5,67.6,5.12,7.2,8.3,9.2,16.0,63.9,Spring,0.84,0,0,1,1,1,0,1,0,13.86,2.5,8,14.68
Jersey,Temperate,Extensive,123,538.2,5,Mid,211,Dry_Fodder,12.6,2,47.6,5.35,10.8,7.8,10.4,15.6,37.0,Monsoon,0.56,1,1,1,1,1,1,1,1,16.83,4.5,12,17.27
Kankrej,Temperate,Semi_Intensive,31,359.3,3,Late,318,Dry_Fodder,10.2,1,49.9,3.23,2.6,9.2,9.3,10.7,62.8,Summer,0.9,1,1,1,1,0,1,1,1,1.57,3.5,12,2.13
Australian_Friesian_Sahiwal,Mediterranean,Extensive,135,659.3,2,Late,198,Concentrates,21.0,4,41.9,5.79,2.9,10.5,11.7,31.2,46.3,Summer,0.5,1,1,1,1,0,1,1,0,5.41,3.0,12,5.25
Deoni,Temperate,Extensive,135,674.0,5,Mid,118,Crop_Residues,10.9,4,51.8,10.31,7.5,7.0,14.5,28.2,60.1,Summer,0.91,0,1,0,1,0,1,1,0,7.45,3.0,12,6.9
Illawarra_Shorthorn,Tropical,Pastoral,94,252.1,5,Mid,76,Concentrates,18.1,4,94.2,7.05,7.5,11.5,10.3,32.4,58.5,Winter,0.77,1,0,0,0,1,0,1,0,10.32,2.5,8,10.91
